,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS
3826,NVIDIA GeForce GT 545 OEM,GPU,2011/5/14,40,105,238,1170,871,TSMC,NVIDIA,,501.4,41.78
3880,AMD Radeon HD 6510,GPU,2011/5/14,40,39,104,627,650,TSMC,AMD,,520,
4754,NVIDIA GeForce GT 545,GPU,2011/5/14,40,70,238,1170,720,TSMC,NVIDIA,,414.7,34.56
4630,ATI FirePro V7800P,GPU,2011/5/16,40,138,334,2154,700,TSMC,ATI,,2016,403.2
4729,NVIDIA GeForce GTX 560,GPU,2011/5/17,40,150,332,1950,810,TSMC,NVIDIA,,1089,90.72
175,Intel Core i5-2310,CPU,2011/5/22,32,95,216,1160,2900,Intel,Intel,,,
381,Intel Pentium G850,CPU,2011/5/22,32,65,131,504,2900,Intel,Intel,,,
647,Intel Pentium G840,CPU,2011/5/22,32,65,131,504,2800,Intel,Intel,,,
700,Intel Core i3-2105,CPU,2011/5/22,32,65,,,3100,Intel,Intel,,,
1585,Intel Pentium G622,CPU,2011/5/22,32,65,131,504,2600,Intel,Intel,,,
1629,Intel Core i5-2405S,CPU,2011/5/22,32,65,216,1160,2500,Intel,Intel,,,
1861,Intel Pentium G620,CPU,2011/5/22,32,65,131,504,2600,Intel,Intel,,,
2019,Intel Pentium G620T,CPU,2011/5/22,32,35,131,504,2200,Intel,Intel,,,
3511,AMD FirePro V7900 SDI,GPU,2011/5/24,40,150,389,2640,725,TSMC,AMD,,1856,464
4696,AMD FirePro V7900,GPU,2011/5/24,40,150,389,2640,725,TSMC,AMD,,1856,464
4705,AMD FirePro V5900,GPU,2011/5/24,40,75,389,2640,600,TSMC,AMD,,614.4,153.6
859,Intel Xeon E3-1290,CPU,2011/5/29,32,95,216,1160,3600,Intel,Intel,,,
3241,NVIDIA GeForce GT 520MX,GPU,2011/5/30,40,20,79,292,900,TSMC,NVIDIA,,172.8,14.4
3950,NVIDIA GeForce GTX 560M,GPU,2011/5/30,40,75,238,1170,775,TSMC,NVIDIA,,595.2,49.6
39,Intel Core i3-2330M,CPU,2011/6/1,32,35,149,624,2200,Intel,Intel,,,
508,Intel Core i3-2102,CPU,2011/6/1,32,65,131,504,3100,Intel,Intel,,,
641,Intel Core i3-2340UE,CPU,2011/6/1,32,17,149,624,1300,Intel,Intel,,,
748,Intel Core i5-2557M,CPU,2011/6/1,32,17,149,624,1700,Intel,Intel,,,
769,Intel Core i3-2357M,CPU,2011/6/1,32,17,149,624,1300,Intel,Intel,,,
914,AMD Phenom II X4 850,CPU,2011/6/1,45,95,169,300,3300,Unknown,AMD,,,
1187,AMD Z-01,CPU,2011/6/1,40,6,,,1000,Unknown,AMD,,,
1724,Intel Core i5-2467M,CPU,2011/6/1,32,17,149,624,1600,Intel,Intel,,,
1839,Intel Core i3-2330M,CPU,2011/6/1,32,35,149,624,2200,Intel,Intel,,,
2126,Intel Core i3-2330E,CPU,2011/6/1,32,35,149,624,2200,Intel,Intel,,,
3554,NVIDIA GeForce GTX 580 Rev. 2,GPU,2011/6/6,40,244,520,3000,772,TSMC,NVIDIA,,1581,197.6
4147,NVIDIA Quadro 4000 Mac Edition,GPU,2011/6/12,40,142,529,3100,475,TSMC,NVIDIA,,486.4,243.2
49,AMD A4-3300M,CPU,2011/6/14,32,35,228,1178,1900,Unknown,AMD,,,
113,AMD A6-3410MX,CPU,2011/6/14,32,45,228,1178,1600,Unknown,AMD,,,
510,AMD A6-3400M,CPU,2011/6/14,32,35,228,1178,1400,Unknown,AMD,,,
675,AMD A8-3510MX,CPU,2011/6/14,32,45,228,1178,1800,Unknown,AMD,,,
1279,AMD A8-3530MX,CPU,2011/6/14,32,45,228,1178,1900,Unknown,AMD,,,
1349,AMD A4-3305M,CPU,2011/6/14,32,35,228,1178,1900,Unknown,AMD,,,
1458,AMD A4-3310MX,CPU,2011/6/14,32,35,228,1178,2100,Unknown,AMD,,,
1994,AMD A8-3500M,CPU,2011/6/14,32,35,228,1178,1500,Unknown,AMD,,,
3143,AMD Radeon HD 6380G IGP,GPU,2011/6/14,32,35,227,1178,400,TSMC,AMD,,128,
3458,AMD Radeon HD 6480G IGP,GPU,2011/6/14,32,35,227,1178,593,TSMC,AMD,,189.8,
3513,AMD Radeon HD 6480G IGP,GPU,2011/6/14,32,35,227,1178,444,TSMC,AMD,,213.1,
3126,NVIDIA GeForce GT 555M,GPU,2011/6/15,40,35,116,585,753,TSMC,NVIDIA,,289.2,24.1
103,Intel Celeron B800,CPU,2011/6/19,32,35,131,504,1500,Intel,Intel,,,
1448,Intel Pentium 957,CPU,2011/6/19,32,17,131,504,1200,Intel,Intel,,,
1466,Intel Pentium B950,CPU,2011/6/19,32,35,131,504,2100,Intel,Intel,,,
1762,Intel Celeron 847,CPU,2011/6/19,32,17,131,504,1100,Intel,Intel,,,
1775,Intel Celeron B710,CPU,2011/6/19,32,35,131,504,1600,Intel,Intel,,,
2049,Intel Pentium B940,CPU,2011/6/19,32,35,131,504,2000,Intel,Intel,,,
3224,AMD Radeon HD 6530D IGP,GPU,2011/6/20,32,65,227,1178,444,TSMC,AMD,,284.2,
4228,AMD Radeon HD 6410D IGP,GPU,2011/6/20,32,65,227,1178,444,TSMC,AMD,,142.1,
4310,AMD Radeon HD 6550D IGP,GPU,2011/6/20,32,65,227,1178,600,TSMC,AMD,,480,
1546,Intel Core i7-980,CPU,2011/6/26,32,130,239,1170,3333,Intel,Intel,,,
2720,NVIDIA GeForce GTX 570M,GPU,2011/6/28,40,75,332,1950,575,TSMC,NVIDIA,,772.8,64.4
4624,NVIDIA GeForce GTX 580M,GPU,2011/6/28,40,100,332,1950,620,TSMC,NVIDIA,,952.3,79.36
54,AMD A6-3600,CPU,2011/6/30,32,65,228,1178,2100,Unknown,AMD,,,
276,AMD A6-3650,CPU,2011/6/30,32,100,228,1178,2600,Unknown,AMD,,,
524,AMD A8-3850,CPU,2011/6/30,32,100,228,1178,2900,Unknown,AMD,,,
2001,AMD A8-3800,CPU,2011/6/30,32,65,228,1178,2400,Unknown,AMD,,,
588,Intel Celeron 857,CPU,2011/7/1,32,17,131,504,1200,Intel,Intel,,,
714,Intel Celeron 787,CPU,2011/7/1,32,17,131,504,1300,Intel,Intel,,,
770,AMD Athlon II X2 270,CPU,2011/7/1,45,65,117,410,3400,Unknown,AMD,,,
1118,Intel Celeron B840,CPU,2011/7/1,32,35,131,504,1900,Intel,Intel,,,
1296,AMD Phenom II X4 650T,CPU,2011/7/1,45,95,346,904,2700,Unknown,AMD,,,
1420,Intel Celeron 725C,CPU,2011/7/1,32,17,131,504,1300,Intel,Intel,,,
3138,AMD Radeon HD 6230,GPU,2011/7/2,40,19,59,292,650,TSMC,AMD,,104,
3312,NVIDIA GeForce GT 555M,GPU,2011/7/2,40,35,238,1170,590,TSMC,NVIDIA,,339.8,28.32
4563,AMD Radeon HD 6390,GPU,2011/7/4,40,39,104,627,550,TSMC,AMD,,352,
4789,AMD Radeon HD 6490,GPU,2011/7/4,40,39,104,627,550,TSMC,AMD,,352,
4277,AMD Radeon HD 6870 X2,GPU,2011/7/8,40,300,255,1700,900,TSMC,AMD,,2016,
2988,AMD Radeon HD 6990M,GPU,2011/7/12,40,100,212,1700,715,TSMC,AMD,,1602,
4588,AMD Radeon HD 6990M Rebrand,GPU,2011/7/12,40,100,166,1040,800,TSMC,AMD,,1280,
2683,NVIDIA Tesla C2070,GPU,2011/7/25,40,238,529,3100,574,TSMC,NVIDIA,,1028,513.9
2834,NVIDIA Tesla M2070,GPU,2011/7/25,40,225,529,3100,574,TSMC,NVIDIA,,1030,515.2
2900,NVIDIA Tesla C2050,GPU,2011/7/25,40,238,529,3100,574,TSMC,NVIDIA,,1028,513.9
3033,NVIDIA Tesla M2070-Q,GPU,2011/7/25,40,225,529,3100,574,TSMC,NVIDIA,,1028,513.9
3034,NVIDIA Tesla X2090,GPU,2011/7/25,40,225,520,3000,651,TSMC,NVIDIA,,1332,666.1
3291,NVIDIA Tesla C2090,GPU,2011/7/25,40,250,520,3000,651,TSMC,NVIDIA,,1332,666.1
3403,NVIDIA Tesla M2090,GPU,2011/7/25,40,250,520,3000,651,TSMC,NVIDIA,,1332,666.1
3788,NVIDIA Quadro Plex 7000,GPU,2011/7/25,40,600,520,3000,574,TSMC,NVIDIA,,1176,587.8
3859,NVIDIA Tesla X2070,GPU,2011/7/25,40,225,520,3000,651,TSMC,NVIDIA,,1332,666.1
3907,NVIDIA Tesla C2075,GPU,2011/7/25,40,247,520,3000,574,TSMC,NVIDIA,,1028,513.9
4038,NVIDIA Tesla M2050,GPU,2011/7/25,40,225,529,3100,575,TSMC,NVIDIA,,1030,515.2
4291,NVIDIA Quadro 6000 SDI,GPU,2011/7/25,40,231,529,3100,574,TSMC,NVIDIA,,1028,513.9
4325,NVIDIA Tesla M2075,GPU,2011/7/25,40,225,520,3000,574,TSMC,NVIDIA,,1028,513.9
4821,NVIDIA Tesla S2050,GPU,2011/7/25,40,900,529,3100,574,TSMC,NVIDIA,,1028,513.9
390,AMD Sempron 130,CPU,2011/8/1,45,45,117,234,2600,Unknown,AMD,,,
2416,AMD Radeon HD 6320 IGP,GPU,2011/8/15,40,18,75,450,508,TSMC,AMD,,81.28,
843,AMD A6-3500,CPU,2011/8/17,32,65,228,1178,2100,Unknown,AMD,,,
1432,AMD Athlon II X4 631,CPU,2011/8/17,32,100,228,1178,2600,Unknown,AMD,,,
803,AMD C-60,CPU,2011/8/22,40,9,75,,1000,Unknown,AMD,,,
974,AMD E-450,CPU,2011/8/22,40,18,75,,1650,Unknown,AMD,,,
1090,AMD E-300,CPU,2011/8/22,40,18,75,,1300,Unknown,AMD,,,
3753,AMD Radeon HD 6970M Mac Edition,GPU,2011/8/25,40,75,212,1700,680,TSMC,AMD,,1306,
405,Intel Core i5-2435M,CPU,2011/9/1,32,35,149,624,2400,Intel,Intel,,,
1083,Intel Core i5-2435M,CPU,2011/9/1,32,35,149,624,2400,Intel,Intel,,,
1341,Intel Core i3-2332M,CPU,2011/9/1,32,35,149,624,2200,Intel,Intel,,,
1368,Intel Core i5-2415M,CPU,2011/9/1,32,35,149,624,2300,Intel,Intel,,,
1785,Intel Core i3-2312M,CPU,2011/9/1,32,35,149,624,2100,Intel,Intel,,,
216,Intel Pentium G632,CPU,2011/9/4,32,65,131,504,2700,Intel,Intel,,,
324,Intel Core i7-2860QM,CPU,2011/9/4,32,45,216,1160,2500,Intel,Intel,,,
451,Intel Pentium G630T,CPU,2011/9/4,32,35,131,504,2300,Intel,Intel,,,
525,Intel Celeron G540T,CPU,2011/9/4,32,35,131,504,2100,Intel,Intel,,,
651,Intel Celeron G530,CPU,2011/9/4,32,65,131,504,2400,Intel,Intel,,,
708,Intel Pentium G860,CPU,2011/9/4,32,65,131,504,3000,Intel,Intel,,,
750,Intel Celeron G550T,CPU,2011/9/4,32,35,131,504,2200,Intel,Intel,,,
981,Intel Core i3-2125,CPU,2011/9/4,32,65,131,504,3300,Intel,Intel,,,
1039,Intel Core i7-2960XM,CPU,2011/9/4,32,55,216,1160,2700,Intel,Intel,,,
1123,Intel Core i3-2120T,CPU,2011/9/4,32,35,131,504,2600,Intel,Intel,,,
1227,Intel Pentium G630,CPU,2011/9/4,32,65,131,504,2700,Intel,Intel,,,
1300,Intel Core i3-2130,CPU,2011/9/4,32,65,131,504,3400,Intel,Intel,,,
1492,Intel Core i7-2760QM,CPU,2011/9/4,32,45,216,1160,2400,Intel,Intel,,,
1729,Intel Celeron G540,CPU,2011/9/4,32,65,131,504,2500,Intel,Intel,,,
1738,Intel Core i7-2760QM,CPU,2011/9/4,32,45,216,1160,2400,Intel,Intel,,,
1757,Intel Core i7-2860QM,CPU,2011/9/4,32,45,216,1160,2500,Intel,Intel,,,
1941,Intel Core i5-2320,CPU,2011/9/4,32,95,216,1160,3000,Intel,Intel,,,
1980,Intel Celeron G530T,CPU,2011/9/4,32,35,131,504,2000,Intel,Intel,,,
2036,Intel Celeron G440,CPU,2011/9/4,32,35,131,504,1600,Intel,Intel,,,
41,AMD E2-3200,CPU,2011/9/7,32,65,228,1178,2400,Unknown,AMD,,,
932,AMD A4-3400,CPU,2011/9/7,32,65,228,1178,2700,Unknown,AMD,,,
1188,AMD A4-3300,CPU,2011/9/7,32,65,228,1178,2500,Unknown,AMD,,,
2636,AMD Radeon HD 6850 X2,GPU,2011/9/19,40,254,255,1700,800,TSMC,AMD,,1536,
2610,NVIDIA GeForce GTX 460 v2,GPU,2011/9/24,40,160,332,1950,779,TSMC,NVIDIA,,1046,87.19
4570,NVIDIA GeForce GTX 460 v2 ES,GPU,2011/9/24,40,160,332,1950,779,TSMC,NVIDIA,,1046,87.19
3724,NVIDIA GeForce 510 OEM,GPU,2011/9/29,40,25,79,292,523,TSMC,NVIDIA,,100.4,8.368
870,Intel Core i5-2430M,CPU,2011/10/1,32,35,149,624,2400,Intel,Intel,,,
1828,Intel Core i5-2430M,CPU,2011/10/1,32,35,149,624,2400,Intel,Intel,,,
1956,Intel Core i3-2350M,CPU,2011/10/1,32,35,149,624,2300,Intel,Intel,,,
2098,Intel Core i3-2367M,CPU,2011/10/1,32,17,149,624,1400,Intel,Intel,,,
373,Intel Pentium 967,CPU,2011/10/2,32,17,131,504,1300,Intel,Intel,,,
1631,Intel Pentium B960,CPU,2011/10/2,32,35,131,504,2200,Intel,Intel,,,
3443,NVIDIA Quadro 2000D,GPU,2011/10/5,40,62,238,1170,625,TSMC,NVIDIA,,480,40
4556,ATI Radeon HD 5570,GPU,2011/10/11,40,39,118,716,650,TSMC,ATI,,416,
635,AMD FX-8100,CPU,2011/10/12,32,95,315,1200,2800,Unknown,AMD,,,
758,Intel Core i7-2675QM,CPU,2011/10/12,32,45,216,1160,2200,Intel,Intel,,,
1189,AMD FX-8150,CPU,2011/10/12,32,125,315,1200,3600,Unknown,AMD,,,
1324,AMD FX-6100,CPU,2011/10/12,32,95,315,1200,3300,Unknown,AMD,,,
1332,AMD FX-4100,CPU,2011/10/12,32,95,315,1200,3600,Unknown,AMD,,,
1436,Intel Core i7-2670QM,CPU,2011/10/12,32,45,216,1160,2200,Intel,Intel,,,
2032,AMD FX-8120,CPU,2011/10/12,32,125,315,1200,3100,Unknown,AMD,,,
946,Intel Core i7-2700K,CPU,2011/10/24,32,95,216,1160,3500,Intel,Intel,,,
3532,NVIDIA GeForce GT 555M,GPU,2011/10/27,40,35,238,1170,525,TSMC,NVIDIA,,302.4,25.2
482,Intel Atom D2550,CPU,2011/11/1,32,10,66,176,1867,Intel,Intel,,,
1706,Intel Atom D2700,CPU,2011/11/1,32,10,66,176,2133,Intel,Intel,,,
2124,Intel Atom D2500,CPU,2011/11/1,32,10,66,176,1867,Intel,Intel,,,
4342,AMD Radeon HD 6370D IGP,GPU,2011/11/1,32,65,227,1178,444,TSMC,AMD,,142.1,
4711,AMD FirePro V4900,GPU,2011/11/1,40,75,118,716,800,TSMC,AMD,,768,
4845,NVIDIA Tegra 3 GPU,GPU,2011/11/9,40,20,80,10,416,TSMC,NVIDIA,,,
165,AMD Opteron 6274,CPU,2011/11/14,32,115,316,2400,2200,Unknown,AMD,,,
239,AMD Opteron 6282 SE,CPU,2011/11/14,32,140,316,2400,2600,Unknown,AMD,,,
873,AMD Opteron 6262 HE,CPU,2011/11/14,32,85,316,2400,1600,Unknown,AMD,,,
940,Intel Core i7-3930K,CPU,2011/11/14,32,130,435,2270,3200,Intel,Intel,,,
1481,AMD Opteron 6272,CPU,2011/11/14,32,115,316,2400,2100,Unknown,AMD,,,
1514,Intel Core i7-3960X,CPU,2011/11/14,32,130,435,2270,3300,Intel,Intel,,,
1678,AMD Opteron 6276,CPU,2011/11/14,32,115,316,2400,2300,Unknown,AMD,,,
1715,AMD Athlon II X4 651,CPU,2011/11/14,32,100,228,1178,3000,Unknown,AMD,,,
2081,AMD Athlon II X4 651K,CPU,2011/11/14,32,100,228,1178,3000,Unknown,AMD,,,
3407,ATI Radeon HD 4450,GPU,2011/11/18,55,25,73,242,600,TSMC,ATI,,96,
3779,ATI Radeon HD 4580,GPU,2011/11/20,55,65,135,378,796,TSMC,ATI,,191,
326,Intel Pentium 350,CPU,2011/11/21,32,15,131,504,1200,Intel,Intel,,,
3688,NVIDIA GeForce GTX 560 OEM,GPU,2011/11/29,40,150,520,3000,552,TSMC,NVIDIA,,847.9,106
4202,NVIDIA GeForce GTX 560 Ti 448,GPU,2011/11/29,40,210,520,3000,732,TSMC,NVIDIA,,1312,164
79,Intel Atom N2600,CPU,2011/12/1,32,4,66,176,1600,Intel,Intel,,,
2117,Intel Atom N2800,CPU,2011/12/1,32,7,66,176,1867,Intel,Intel,,,
3315,NVIDIA GeForce 610M,GPU,2011/12/1,28,12,116,585,625,TSMC,NVIDIA,,120,10
3348,NVIDIA GeForce 610M,GPU,2011/12/1,40,12,116,585,672,TSMC,NVIDIA,,129,10.75
3351,NVIDIA GeForce 610M,GPU,2011/12/1,40,12,79,292,738,TSMC,NVIDIA,,141.7,11.81
3475,AMD Radeon HD 6930,GPU,2011/12/1,40,186,389,2640,750,TSMC,AMD,,1920,480
4436,NVIDIA GeForce 610,GPU,2011/12/1,40,12,79,292,738,TSMC,NVIDIA,,141.7,11.81
3770,AMD Radeon HD 6290,GPU,2011/12/4,40,19,59,292,650,TSMC,AMD,,104,
3825,AMD Radeon HD 6620G IGP,GPU,2011/12/7,32,35,227,1178,444,TSMC,AMD,,355.2,
4664,AMD Radeon HD 6520G IGP,GPU,2011/12/7,32,35,227,1178,400,TSMC,AMD,,256,
3188,Sony Playstation Vita GPU,GPU,2011/12/11,32,4,6,,200,Samsung,Other,,,
4452,ATI Radeon HD 4720,GPU,2011/12/11,55,55,146,514,600,TSMC,ATI,,384,
377,Intel Celeron G460,CPU,2011/12/12,32,35,131,504,1800,Intel,Intel,,,
143,AMD A4-3420,CPU,2011/12/20,32,65,228,1178,2800,Unknown,AMD,,,
254,AMD A8-3550MX,CPU,2011/12/20,32,45,228,1178,2000,Unknown,AMD,,,
358,AMD A4-3320M,CPU,2011/12/20,32,35,228,1178,2000,Unknown,AMD,,,
794,AMD E2-3000M,CPU,2011/12/20,32,35,228,1178,1800,Unknown,AMD,,,
969,AMD A6-3620,CPU,2011/12/20,32,65,228,1178,2200,Unknown,AMD,,,
1031,AMD A6-3430MX,CPU,2011/12/20,32,45,228,1178,1700,Unknown,AMD,,,
1051,AMD A6-3670K,CPU,2011/12/20,32,100,228,1178,2700,Unknown,AMD,,,
1812,AMD A8-3520M,CPU,2011/12/20,32,35,228,1178,1600,Unknown,AMD,,,
1841,AMD A8-3870K,CPU,2011/12/20,32,100,228,1178,3000,Unknown,AMD,,,
1853,AMD A8-3820,CPU,2011/12/20,32,65,228,1178,2500,Unknown,AMD,,,
2042,AMD A4-3330MX,CPU,2011/12/20,32,45,228,1178,2200,Unknown,AMD,,,
2095,AMD A6-3420M,CPU,2011/12/20,32,35,228,1178,1500,Unknown,AMD,,,
2495,AMD Radeon HD 7970,GPU,2011/12/22,28,250,352,4313,925,TSMC,AMD,,3789,947.2
3046,AMD Radeon HD 7690M,GPU,2011/12/25,40,20,104,716,725,TSMC,AMD,,696,
4057,ATI FirePro V7770,GPU,2012/1/1,55,76,256,956,625,TSMC,ATI,,1000,
4455,ATI FirePro V7760,GPU,2012/1/1,55,76,256,956,750,TSMC,ATI,,1200,
2856,AMD Radeon HD 7690M XT Rebrand,GPU,2012/1/4,40,25,104,716,725,TSMC,AMD,,696,
2228,AMD Radeon HD 7350 OEM,GPU,2012/1/5,40,19,59,292,650,TSMC,AMD,,104,
2246,AMD Radeon HD 7450A,GPU,2012/1/5,40,25,67,370,625,TSMC,AMD,,200,
2348,AMD Radeon HD 7670A,GPU,2012/1/5,40,45,118,716,600,TSMC,AMD,,576,
2365,AMD Radeon HD 7570,GPU,2012/1/5,40,60,118,716,650,TSMC,AMD,,624,
2699,AMD Radeon HD 7470A,GPU,2012/1/5,40,18,104,627,775,TSMC,AMD,,620,
2793,AMD Radeon HD 7670 OEM,GPU,2012/1/5,40,66,118,716,800,TSMC,AMD,,768,
2901,AMD Radeon HD 7350 OEM PCI,GPU,2012/1/5,40,19,59,292,650,TSMC,AMD,,104,
3193,AMD Radeon HD 7450 OEM,GPU,2012/1/5,40,18,67,370,625,TSMC,AMD,,200,
3334,AMD Radeon HD 7650A,GPU,2012/1/5,40,33,118,716,600,TSMC,AMD,,576,
3520,AMD Radeon HD 7470A,GPU,2012/1/5,40,25,67,370,625,TSMC,AMD,,200,
4761,AMD Radeon HD 7470 OEM,GPU,2012/1/5,40,27,67,370,750,TSMC,AMD,,240,
2321,AMD Radeon HD 7510M,GPU,2012/1/7,40,11,104,716,450,TSMC,AMD,,360,
2354,AMD Radeon HD 7570M,GPU,2012/1/7,40,13,104,716,500,TSMC,AMD,,480,
2397,AMD Radeon HD 7450M,GPU,2012/1/7,40,7,67,370,700,TSMC,AMD,,224,
2649,AMD Radeon HD 7370M,GPU,2012/1/7,40,11,59,292,750,TSMC,AMD,,120,
2896,AMD Radeon HD 7610M,GPU,2012/1/7,40,20,104,716,450,TSMC,AMD,,360,
3004,AMD Radeon HD 7470M,GPU,2012/1/7,40,25,67,370,750,TSMC,AMD,,256,
3326,AMD Radeon HD 7530M,GPU,2012/1/7,40,11,104,716,450,TSMC,AMD,,360,
3404,AMD Radeon HD 7350M,GPU,2012/1/7,40,7,59,292,500,TSMC,AMD,,80,
3459,AMD Radeon HD 7690M Rebrand,GPU,2012/1/7,40,20,104,716,600,TSMC,AMD,,576,
3873,AMD Radeon HD 7650M,GPU,2012/1/7,40,20,104,716,450,TSMC,AMD,,432,
3981,AMD Radeon HD 7490M,GPU,2012/1/7,40,9,67,370,800,TSMC,AMD,,256,
3986,AMD Radeon HD 7590M,GPU,2012/1/7,40,18,104,716,600,TSMC,AMD,,576,
4413,AMD Radeon HD 7430M,GPU,2012/1/7,40,7,67,370,600,TSMC,AMD,,192,
4486,AMD Radeon HD 7550M,GPU,2012/1/7,40,14,104,716,500,TSMC,AMD,,480,
4577,AMD Radeon HD 7330M,GPU,2012/1/7,40,5,59,292,500,TSMC,AMD,,80,
4662,AMD Radeon HD 7630M,GPU,2012/1/7,40,20,104,716,450,TSMC,AMD,,432,
4808,AMD Radeon HD 7550M,GPU,2012/1/7,40,14,104,716,450,TSMC,AMD,,440,
2606,AMD Radeon HD 7950 Monica BIOS 1,GPU,2012/1/31,28,185,352,4313,925,TSMC,AMD,,2842,710.4
3383,AMD Radeon HD 7950,GPU,2012/1/31,28,200,352,4313,800,TSMC,AMD,,2867,716.8
4183,AMD Radeon HD 7950 Monica BIOS 2,GPU,2012/1/31,28,85,352,4313,800,TSMC,AMD,,1229,307.2
2717,NVIDIA GeForce GT 520 OEM,GPU,2012/2/1,40,29,116,585,700,TSMC,NVIDIA,,134.4,11.2
300,AMD Athlon II X4 638,CPU,2012/2/6,32,65,228,1178,2700,Unknown,AMD,,,
1362,AMD Athlon II X4 641,CPU,2012/2/6,32,100,228,1178,2800,Unknown,AMD,,,
4441,AMD FirePro V3900,GPU,2012/2/7,40,50,118,716,650,TSMC,AMD,,624,
4579,ATI Radeon HD 5470,GPU,2012/2/13,40,19,59,292,650,TSMC,ATI,,104,
2370,AMD Radeon HD 7770 GHz Edition,GPU,2012/2/15,28,80,123,1500,1000,TSMC,AMD,,1280,80
3697,AMD Radeon HD 7750,GPU,2012/2/15,28,55,123,1500,800,TSMC,AMD,,819.2,51.2
4143,AMD Radeon HD 7670M,GPU,2012/2/17,40,20,104,716,600,TSMC,AMD,,576,
2314,NVIDIA GeForce GTX 560 SE,GPU,2012/2/20,40,150,332,1950,736,TSMC,NVIDIA,,847.9,70.66
258,AMD FX-6200,CPU,2012/2/27,32,125,315,1200,3800,Unknown,AMD,,,
936,AMD FX-4170,CPU,2012/2/27,32,125,315,1200,4200,Unknown,AMD,,,
4181,AMD Radeon HD 7850,GPU,2012/3/5,28,130,212,2800,860,TSMC,AMD,,1761,110.1
4378,AMD Radeon HD 7870 GHz Edition,GPU,2012/3/5,28,175,212,2800,1000,TSMC,AMD,,2560,160
2292,NVIDIA GeForce GT 630M,GPU,2012/3/22,40,33,116,585,660,TSMC,NVIDIA,,253.4,21.12
2374,NVIDIA GeForce GT 640M LE,GPU,2012/3/22,28,20,118,1270,500,TSMC,NVIDIA,,384,16
2725,NVIDIA GeForce GT 640M,GPU,2012/3/22,28,32,118,1270,625,TSMC,NVIDIA,,480,20
3162,NVIDIA GeForce GTX 660M,GPU,2012/3/22,28,50,118,1270,835,TSMC,NVIDIA,,729.6,30.4
3280,NVIDIA GeForce GT 630M,GPU,2012/3/22,40,33,116,585,660,TSMC,NVIDIA,,253.4,21.12
3295,NVIDIA GeForce GTX 675M,GPU,2012/3/22,40,100,332,1950,620,TSMC,NVIDIA,,952.3,79.36
3399,NVIDIA GeForce GT 635M,GPU,2012/3/22,40,35,116,585,660,TSMC,NVIDIA,,253.4,21.12
3539,NVIDIA GeForce GT 635M,GPU,2012/3/22,40,35,238,1170,675,TSMC,NVIDIA,,388.8,32.4
4165,NVIDIA GeForce GT 650M,GPU,2012/3/22,28,45,118,1270,835,TSMC,NVIDIA,,729.6,30.4
4485,NVIDIA GeForce GT 630M,GPU,2012/3/22,28,33,116,585,800,TSMC,NVIDIA,,307.2,25.6
4555,NVIDIA GeForce GT 635M,GPU,2012/3/22,40,33,116,585,660,TSMC,NVIDIA,,253.4,21.12
4602,NVIDIA GeForce GTX 670M,GPU,2012/3/22,40,75,332,1950,598,TSMC,NVIDIA,,803.7,66.98
4609,NVIDIA GeForce GT 635M,GPU,2012/3/22,40,35,238,1170,650,TSMC,NVIDIA,,388.8,32.4
4726,NVIDIA GeForce GT 620M,GPU,2012/3/22,28,15,116,585,625,TSMC,NVIDIA,,240,20
4756,NVIDIA GeForce 620M,GPU,2012/3/22,28,15,116,585,625,TSMC,NVIDIA,,240,20
4773,NVIDIA GeForce GTX 680,GPU,2012/3/22,28,195,294,3540,1006,TSMC,NVIDIA,,3250,135.4
3097,NVIDIA GeForce GT 555M,GPU,2012/3/26,40,35,238,1170,675,TSMC,NVIDIA,,388.8,32.4
3089,AMD Radeon HD 7650M Rebrand,GPU,2012/3/28,40,20,104,716,485,TSMC,AMD,,465.6,
3020,Intel HD Graphics,GPU,2012/4/1,22,,94,392,650,Intel,Intel,,100.8,25.2
2404,NVIDIA GeForce 605 OEM,GPU,2012/4/2,40,25,79,292,523,TSMC,NVIDIA,,100.4,8.368
2933,NVIDIA GeForce GT 610 PCI,GPU,2012/4/2,40,29,79,292,810,TSMC,NVIDIA,,155.5,12.96
3005,NVIDIA GeForce GT 620 OEM,GPU,2012/4/2,40,30,79,292,810,TSMC,NVIDIA,,155.5,12.96
3968,NVIDIA GeForce GT 610 PCIe x1,GPU,2012/4/2,40,29,79,292,810,TSMC,NVIDIA,,155.5,12.96
4032,NVIDIA GeForce GT 610,GPU,2012/4/2,40,29,79,292,810,TSMC,NVIDIA,,155.5,12.96
3612,AMD Radeon HD 6250 IGP,GPU,2012/4/4,40,9,75,450,277,TSMC,AMD,,44.32,
2347,AMD Radeon HD 7730M,GPU,2012/4/24,28,25,123,1500,575,TSMC,AMD,,691.2,43.2
2761,AMD Radeon HD 7950M,GPU,2012/4/24,28,75,212,2800,700,TSMC,AMD,,1792,
3127,NVIDIA GeForce GT 645 OEM,GPU,2012/4/24,40,102,332,1950,776,TSMC,NVIDIA,,894,74.5
3563,NVIDIA GeForce GT 640 OEM,GPU,2012/4/24,28,50,118,1270,797,TSMC,NVIDIA,,612.1,25.5
